sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap
One (Blake's Got a New Face),Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,3,Vampire Weekend,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Ice Cream Piano,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,4,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Classical,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,5,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Connect,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,6,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Unbelievers,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,7,Modern Vampires of the City,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Step,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,8,Modern Vampires of the City,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
This Life,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,9,Father of the Bride,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Sympathy,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,10,Father of the Bride,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
New Dorp. New York,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,11,Other,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
The Surfer,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,12,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Worship You,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,13,Modern Vampires of the City,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Oxford Comma,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,14,Vampire Weekend,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Capricorn,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,15,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Gen-X Cops,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,16,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Diane Young,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,17,Modern Vampires of the City,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Cousins,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,18,Contra,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
A-Punk,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,19,Vampire Weekend,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Prep-School Gangsters,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,20,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Mary Boone,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,21,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Harmony Hall,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,22,Father of the Bride,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Hope,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,23,Only God Was Above Us,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Campus,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,35,Vampire Weekend,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Walcott,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,36,Vampire Weekend,Glasgow,Dec 8,Glasgow,14300,0,0,Glasgow,-4.285587,55.8596207,NA,0.61,0.56,"The OVO Hydro, Glasgow, Scotland",0.56
Holiday,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,1,Contra,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Oxford Comma,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,2,Vampire Weekend,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
One (Blake's Got a New Face),Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,3,Vampire Weekend,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Ice Cream Piano,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,4,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Classical,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,5,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Connect,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,6,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
White Sky,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,7,Contra,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Unbelievers,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,8,Modern Vampires of the City,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
This Life,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,9,Father of the Bride,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Sunflower,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,10,Father of the Bride,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Sympathy,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,11,Father of the Bride,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Giving Up the Gun,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,12,Contra,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Pravda,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,13,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Capricorn,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,14,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Gen-X Cops,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,15,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Diane Young,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,16,Modern Vampires of the City,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Cousins,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,17,Contra,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
A-Punk,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,18,Vampire Weekend,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Cocaine Cowboys,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,19,Other,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Mary Boone,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,20,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Harmony Hall,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,21,Father of the Bride,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Hope,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,22,Only God Was Above Us,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Walcott,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,35,Vampire Weekend,Wolverhampton,Dec 6,Wolverhampton,3404,0,0,Wolverhampton,-2.1304074,52.58669829999999,NA,0.58,0.56,"Civic Hall, Wolverhampton, England",0.56
Hold You Now,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,1,Father of the Bride,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Campus,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,2,Vampire Weekend,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
I Stand Corrected,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,3,Vampire Weekend,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Ice Cream Piano,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,4,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Classical,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,5,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Connect,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,6,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Unbelievers,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,7,Modern Vampires of the City,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,8,Vampire Weekend,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
This Life,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,9,Father of the Bride,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Sympathy,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,10,Father of the Bride,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
New Dorp. New York,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,11,Other,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Run,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,12,Contra,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Pravda,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,13,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Ottoman,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,14,Other,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Capricorn,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,15,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Gen-X Cops,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,16,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Diane Young,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,17,Modern Vampires of the City,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Cousins,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,18,Contra,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
A-Punk,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,19,Vampire Weekend,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Prep-School Gangsters,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,20,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Mary Boone,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,21,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Hannah Hunt,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,22,Modern Vampires of the City,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Harmony Hall,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,23,Father of the Bride,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Hope,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,24,Only God Was Above Us,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Worship You,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,34,Modern Vampires of the City,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Ya Hey,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,35,Modern Vampires of the City,London,Dec 5,London 2,5000,0,0,London,-0.2246102,51.4909927,NA,0.54,0.56,"Eventim Apollo, London, England",0.56
Cousins,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,1,Contra,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Holiday,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,2,Contra,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
One (Blake's Got a New Face),Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,3,Vampire Weekend,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Ice Cream Piano,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,4,Only God Was Above Us,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Classical,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,5,Only God Was Above Us,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Connect,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,6,Only God Was Above Us,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
White Sky,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,7,Contra,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Step,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,8,Modern Vampires of the City,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
This Life,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,9,Father of the Bride,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Sunflower,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,10,Father of the Bride,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Sympathy,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,11,Father of the Bride,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
The Surfer,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,12,Only God Was Above Us,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Diplomat's Son,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,13,Contra,London,Dec 4,London 1,5000,0,1,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Bambina,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,14,Father of the Bride,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
Oxford Comma,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,15,Vampire Weekend,London,Dec 4,London 1,5000,0,0,London,-0.2246102,51.4909927,NA,0.58,0.56,"Eventim Apollo, London, England",0.56
