sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city,date,city_day,num_show,city_num,choice_name
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,7,4,Vampire Weekend,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,8,57,Father of the Bride,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Step,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,9,26,Modern Vampires of the City,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Sunflower,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
M79,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,11,5,Vampire Weekend,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Ottoman,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,12,47,Other,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,13,56,Father of the Bride,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Campus,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,15,6,Vampire Weekend,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Oxford Comma,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,16,2,Vampire Weekend,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,17,36,Only God Was Above Us,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Gen-X Cops,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,18,39,Only God Was Above Us,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,19,27,Modern Vampires of the City,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,20,3,Vampire Weekend,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,21,43,Only God Was Above Us,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,22,55,Father of the Bride,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Pravda,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,23,44,Only God Was Above Us,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Horchata,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,24,13,Contra,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,25,41,Only God Was Above Us,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Worship You,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,VW Show,33,32,Modern Vampires of the City,Bonner,2024-06-23,Bonner 23,17,Bonner 2,Bonner 2: 2024-06-23
Mansard Roof,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,1,1,Vampire Weekend,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,2,4,Vampire Weekend,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
One (Blake's Got a New Face),Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
White Sky,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,7,14,Contra,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Unbelievers,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Sympathy,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,10,64,Father of the Bride,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,11,56,Father of the Bride,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,12,36,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,13,27,Modern Vampires of the City,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Cousins,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,14,19,Contra,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,15,3,Vampire Weekend,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Cocaine Cowboys,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,16,46,Other,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,17,43,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,18,41,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Hannah Hunt,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,19,29,Modern Vampires of the City,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,20,55,Father of the Bride,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Hope,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,21,42,Only God Was Above Us,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Paper Planes / Baba O'Riley,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,31,52,Other,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Walcott,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,35,10,Vampire Weekend,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Flower Moon,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,VW Show,36,66,Father of the Bride,Bonner,2024-06-22,Bonner 22,16,Bonner 1,Bonner 1: 2024-06-22
Hold You Now,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,1,54,Father of the Bride,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Cousins,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,2,19,Contra,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Holiday,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,3,15,Contra,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Ice Cream Piano,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Classical,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Connect,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
White Sky,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,7,14,Contra,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
This Life,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,8,57,Father of the Bride,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Step,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,9,26,Modern Vampires of the City,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Sunflower,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
M79,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,11,5,Vampire Weekend,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Sympathy,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,12,64,Father of the Bride,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
The Surfer,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,13,45,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Campus,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,14,6,Vampire Weekend,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Oxford Comma,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,15,2,Vampire Weekend,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Capricorn,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,16,36,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Gen-X Cops,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,17,39,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Diane Young,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,18,27,Modern Vampires of the City,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
A-Punk,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,19,3,Vampire Weekend,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Prep-School Gangsters,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,21,43,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Mary Boone,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,22,41,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Harmony Hall,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,23,55,Father of the Bride,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Hope,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,24,42,Only God Was Above Us,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Walcott,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,VW Show,35,10,Vampire Weekend,Seattle,2024-06-20,Seattle 20,15,Seattle,Seattle: 2024-06-20
Hold You Now,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,1,54,Father of the Bride,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Campus,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,2,6,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
I Stand Corrected,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,3,9,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Ice Cream Piano,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Classical,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Connect,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Unbelievers,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Step,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
This Life,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Sunflower,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
M79,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,11,5,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,12,4,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Capricorn,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,13,36,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Gen-X Cops,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,14,39,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Diane Young,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,15,27,Modern Vampires of the City,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Cousins,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,16,19,Contra,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
A-Punk,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,17,3,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Cocaine Cowboys,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,18,46,Other,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Mary Boone,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,19,41,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Hannah Hunt,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,20,29,Modern Vampires of the City,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Harmony Hall,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,21,55,Father of the Bride,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Hope,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,22,42,Only God Was Above Us,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Walcott,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,VW Show,28,10,Vampire Weekend,Bend,2024-06-19,Bend 19,14,Bend,Bend: 2024-06-19
Mansard Roof,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,1,1,Vampire Weekend,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Cousins,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,2,19,Contra,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Campus,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,3,6,Vampire Weekend,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Ice Cream Piano,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Classical,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Connect,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
White Sky,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,7,14,Contra,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Cape Cod Kwassa Kwassa,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,8,4,Vampire Weekend,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
This Life,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Sympathy,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,10,64,Father of the Bride,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
New Dorp. New York,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,11,53,Other,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Rich Man,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,12,61,Father of the Bride,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Oxford Comma,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,13,2,Vampire Weekend,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Capricorn,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Gen-X Cops,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
A-Punk,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,16,3,Vampire Weekend,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Diane Young,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,17,27,Modern Vampires of the City,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Prep-School Gangsters,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,18,43,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Harmony Hall,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,19,55,Father of the Bride,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Hope,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,20,42,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Mary Boone,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,21,41,Only God Was Above Us,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Worship You,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,30,32,Modern Vampires of the City,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Ya Hey,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,VW Show,31,33,Modern Vampires of the City,Burnaby,2024-06-18,Burnaby 18,13,Burnaby,Burnaby: 2024-06-18
Holiday,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,VW Show,1,15,Contra,Berkeley,2024-06-16,Berkeley 16,12,Berkeley 2,Berkeley 2: 2024-06-16
Bryn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,VW Show,2,7,Vampire Weekend,Berkeley,2024-06-16,Berkeley 16,12,Berkeley 2,Berkeley 2: 2024-06-16
One (Blake's Got a New Face),Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Berkeley,2024-06-16,Berkeley 16,12,Berkeley 2,Berkeley 2: 2024-06-16
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Berkeley,2024-06-16,Berkeley 16,12,Berkeley 2,Berkeley 2: 2024-06-16
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Berkeley,2024-06-16,Berkeley 16,12,Berkeley 2,Berkeley 2: 2024-06-16
