sets,artist,venue,month,day,year,tour,song_num,album,city
Classical,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,5,Only God Was Above Us,Seattle
Connect,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,6,Only God Was Above Us,Seattle
White Sky,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,7,Contra,Seattle
This Life,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,8,Father of the Bride,Seattle
Step,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,9,Modern Vampires of the City,Seattle
Sunflower,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,10,Father of the Bride,Seattle
M79,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,11,Vampire Weekend,Seattle
Sympathy,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,12,Father of the Bride,Seattle
The Surfer,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,13,Only God Was Above Us,Seattle
Campus,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,14,Vampire Weekend,Seattle
Oxford Comma,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,15,Vampire Weekend,Seattle
Capricorn,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,16,Only God Was Above Us,Seattle
Gen-X Cops,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,17,Only God Was Above Us,Seattle
Diane Young,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,18,Modern Vampires of the City,Seattle
A-Punk,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,19,Vampire Weekend,Seattle
Prep-School Gangsters,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,21,Only God Was Above Us,Seattle
Mary Boone,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,22,Only God Was Above Us,Seattle
Harmony Hall,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,23,Father of the Bride,Seattle
Hope,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,24,Only God Was Above Us,Seattle
Walcott,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,35,Vampire Weekend,Seattle
Hold You Now,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,1,Father of the Bride,Bend
Campus,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,2,Vampire Weekend,Bend
I Stand Corrected,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,3,Vampire Weekend,Bend
Ice Cream Piano,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,4,Only God Was Above Us,Bend
Classical,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,5,Only God Was Above Us,Bend
Connect,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,6,Only God Was Above Us,Bend
Unbelievers,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,7,Modern Vampires of the City,Bend
Step,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,8,Modern Vampires of the City,Bend
This Life,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,9,Father of the Bride,Bend
Sunflower,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,10,Father of the Bride,Bend
M79,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,11,Vampire Weekend,Bend
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,12,Vampire Weekend,Bend
Capricorn,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,13,Only God Was Above Us,Bend
Gen-X Cops,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,14,Only God Was Above Us,Bend
Diane Young,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,15,Modern Vampires of the City,Bend
Cousins,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,16,Contra,Bend
A-Punk,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,17,Vampire Weekend,Bend
Cocaine Cowboys,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,18,Other,Bend
Mary Boone,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,19,Only God Was Above Us,Bend
Hannah Hunt,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,20,Modern Vampires of the City,Bend
Harmony Hall,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,21,Father of the Bride,Bend
Hope,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,22,Only God Was Above Us,Bend
Walcott,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,28,Vampire Weekend,Bend
Mansard Roof,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,1,Vampire Weekend,Burnaby
Cousins,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,2,Contra,Burnaby
Campus,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,3,Vampire Weekend,Burnaby
Ice Cream Piano,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,4,Only God Was Above Us,Burnaby
Classical,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,5,Only God Was Above Us,Burnaby
Connect,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,6,Only God Was Above Us,Burnaby
White Sky,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,7,Contra,Burnaby
Cape Cod Kwassa Kwassa,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,8,Vampire Weekend,Burnaby
This Life,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,9,Father of the Bride,Burnaby
Sympathy,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,10,Father of the Bride,Burnaby
New Dorp. New York,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,11,Other,Burnaby
Rich Man,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,12,Father of the Bride,Burnaby
Oxford Comma,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,13,Vampire Weekend,Burnaby
Capricorn,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,14,Only God Was Above Us,Burnaby
Gen-X Cops,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,15,Only God Was Above Us,Burnaby
A-Punk,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,16,Vampire Weekend,Burnaby
Diane Young,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,17,Modern Vampires of the City,Burnaby
Prep-School Gangsters,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,18,Only God Was Above Us,Burnaby
Harmony Hall,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,19,Father of the Bride,Burnaby
Hope,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,20,Only God Was Above Us,Burnaby
Mary Boone,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,21,Only God Was Above Us,Burnaby
Worship You,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,30,Modern Vampires of the City,Burnaby
Ya Hey,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,31,Modern Vampires of the City,Burnaby
Holiday,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,1,Contra,Berkeley
Bryn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,2,Vampire Weekend,Berkeley
One (Blake's Got a New Face),Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,3,Vampire Weekend,Berkeley
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,4,Only God Was Above Us,Berkeley
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,5,Only God Was Above Us,Berkeley
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,6,Only God Was Above Us,Berkeley
Unbelievers,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,7,Modern Vampires of the City,Berkeley
Bambina,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,8,Father of the Bride,Berkeley
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,9,Modern Vampires of the City,Berkeley
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,10,Father of the Bride,Berkeley
Sunflower,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,11,Father of the Bride,Berkeley
M79,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,12,Vampire Weekend,Berkeley
Flower Moon,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,13,Father of the Bride,Berkeley
Pravda,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,14,Only God Was Above Us,Berkeley
Campus,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,15,Vampire Weekend,Berkeley
Oxford Comma,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,16,Vampire Weekend,Berkeley
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,17,Only God Was Above Us,Berkeley
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,18,Only God Was Above Us,Berkeley
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,19,Modern Vampires of the City,Berkeley
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,20,Vampire Weekend,Berkeley
Horchata,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,21,Contra,Berkeley
Hannah Hunt,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,22,Modern Vampires of the City,Berkeley
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,23,Father of the Bride,Berkeley
We Belong Together,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,24,Father of the Bride,Berkeley
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,26,Only God Was Above Us,Berkeley
Cocaine Cowboys,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,27,Other,Berkeley
Walcott,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,28,Vampire Weekend,Berkeley
Hold You Now,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,1,Father of the Bride,Berkeley
Cousins,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,2,Contra,Berkeley
I Stand Corrected,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,3,Vampire Weekend,Berkeley
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,4,Only God Was Above Us,Berkeley
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,5,Only God Was Above Us,Berkeley
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,6,Only God Was Above Us,Berkeley
White Sky,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,7,Contra,Berkeley
Cape Cod Kwassa Kwassa,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,8,Vampire Weekend,Berkeley
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,9,Modern Vampires of the City,Berkeley
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,10,Father of the Bride,Berkeley
Sympathy,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,11,Father of the Bride,Berkeley
New Dorp. New York,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,12,Other,Berkeley
The Surfer,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,13,Only God Was Above Us,Berkeley
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,14,Only God Was Above Us,Berkeley
Gen-X Cops,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,15,Only God Was Above Us,Berkeley
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,16,Modern Vampires of the City,Berkeley
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,17,Vampire Weekend,Berkeley
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,18,Only God Was Above Us,Berkeley
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,19,Only God Was Above Us,Berkeley
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,20,Father of the Bride,Berkeley
Worship You,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,21,Modern Vampires of the City,Berkeley
Ya Hey,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,22,Modern Vampires of the City,Berkeley
Hope,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,23,Only God Was Above Us,Berkeley
Walcott,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,36,Vampire Weekend,Berkeley
Holiday,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,1,Contra,Los Angeles
Cousins,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,2,Contra,Los Angeles
Boston (Ladies of Cambridge),Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,3,Other,Los Angeles
Ice Cream Piano,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,4,Only God Was Above Us,Los Angeles
Classical,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,5,Only God Was Above Us,Los Angeles
Connect,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,6,Only God Was Above Us,Los Angeles
White Sky,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,7,Contra,Los Angeles
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,8,Vampire Weekend,Los Angeles
This Life,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,9,Father of the Bride,Los Angeles
Sunflower,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,10,Father of the Bride,Los Angeles
Sympathy,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,11,Father of the Bride,Los Angeles
Ottoman,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,12,Other,Los Angeles
The Surfer,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,13,Only God Was Above Us,Los Angeles
Oxford Comma,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,14,Vampire Weekend,Los Angeles
Capricorn,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,15,Only God Was Above Us,Los Angeles
Gen-X Cops,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,16,Only God Was Above Us,Los Angeles
Diane Young,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,17,Modern Vampires of the City,Los Angeles
A-Punk,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,18,Vampire Weekend,Los Angeles
Prep-School Gangsters,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,19,Only God Was Above Us,Los Angeles
Mary Boone,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,20,Only God Was Above Us,Los Angeles
Hannah Hunt,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,21,Modern Vampires of the City,Los Angeles
Harmony Hall,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,22,Father of the Bride,Los Angeles
Hope,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,23,Only God Was Above Us,Los Angeles
Dangerous Night (The Night Is a Knife),Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,24,Other,Los Angeles
Giving Up the Gun,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,25,Contra,Los Angeles
Walcott,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,29,Vampire Weekend,Los Angeles
Hold You Now,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,1,Father of the Bride,San Diego
Mansard Roof,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,2,Vampire Weekend,San Diego
The Kids Don't Stand a Chance,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,3,Vampire Weekend,San Diego
Ice Cream Piano,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,4,Only God Was Above Us,San Diego
Classical,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,5,Only God Was Above Us,San Diego
Capricorn,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,6,Only God Was Above Us,San Diego
Connect,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,7,Only God Was Above Us,San Diego
Cape Cod Kwassa Kwassa,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,8,Vampire Weekend,San Diego
Step,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,9,Modern Vampires of the City,San Diego
This Life,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,10,Father of the Bride,San Diego
Sunflower,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,11,Father of the Bride,San Diego
Sympathy,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,12,Father of the Bride,San Diego
Pravda,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,13,Only God Was Above Us,San Diego
Oxford Comma,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,14,Vampire Weekend,San Diego
Gen-X Cops,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,15,Only God Was Above Us,San Diego
Diane Young,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,16,Modern Vampires of the City,San Diego
Cousins,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,17,Contra,San Diego
A-Punk,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,18,Vampire Weekend,San Diego
Cocaine Cowboys,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,19,Other,San Diego
Mary Boone,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,20,Only God Was Above Us,San Diego
Obvious Bicycle,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,21,Modern Vampires of the City,San Diego
Harmony Hall,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,22,Father of the Bride,San Diego
Worship You,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,23,Modern Vampires of the City,San Diego
Ya Hey,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,24,Modern Vampires of the City,San Diego
Hope,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,25,Only God Was Above Us,San Diego
Walcott,Vampire Weekend,"Cal Coast Credit Union Amphitheater, San Diego, CA, USA",Jun,10,2024,Only God Was Above Us,28,Vampire Weekend,San Diego
Holiday,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,1,Contra,Phoenix
One (Blake's Got a New Face),Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,2,Vampire Weekend,Phoenix
Bambina,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,3,Father of the Bride,Phoenix
Bryn,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,4,Vampire Weekend,Phoenix
Ice Cream Piano,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,5,Only God Was Above Us,Phoenix
Classical,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,6,Only God Was Above Us,Phoenix
Capricorn,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,7,Only God Was Above Us,Phoenix
Connect,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,8,Only God Was Above Us,Phoenix
White Sky,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,9,Contra,Phoenix
Unbelievers,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,10,Modern Vampires of the City,Phoenix
