sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city
Prep-School Gangsters,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,Chicago
Mary Boone,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Chicago
Harmony Hall,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,0,22,55,Father of the Bride,Chicago
Hope,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Chicago
Walcott,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,0,32,10,Vampire Weekend,Chicago
Holiday,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,1,15,Contra,Maryland Heights
Cape Cod Kwassa Kwassa,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,2,4,Vampire Weekend,Maryland Heights
Boston (Ladies of Cambridge),Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,3,48,Other,Maryland Heights
Ice Cream Piano,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Maryland Heights
Classical,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Maryland Heights
Connect,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Maryland Heights
White Sky,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,7,14,Contra,Maryland Heights
This Life,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,8,57,Father of the Bride,Maryland Heights
Step,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Maryland Heights
Sunflower,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,10,65,Father of the Bride,Maryland Heights
M79,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,11,5,Vampire Weekend,Maryland Heights
Ottoman,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,12,47,Other,Maryland Heights
Pravda,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,13,44,Only God Was Above Us,Maryland Heights
Capricorn,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Maryland Heights
Oxford Comma,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,15,2,Vampire Weekend,Maryland Heights
Diane Young,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,Maryland Heights
A-Punk,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,17,3,Vampire Weekend,Maryland Heights
Gen-X Cops,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,18,39,Only God Was Above Us,Maryland Heights
Mary Boone,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,19,41,Only God Was Above Us,Maryland Heights
Harmony Hall,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,20,55,Father of the Bride,Maryland Heights
Hope,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,21,42,Only God Was Above Us,Maryland Heights
Unbelievers,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,34,25,Modern Vampires of the City,Maryland Heights
Dangerous Night (The Night Is a Knife),Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,35,50,Other,Maryland Heights
Worship You,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,36,32,Modern Vampires of the City,Maryland Heights
Ya Hey,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,0,37,33,Modern Vampires of the City,Maryland Heights
Campus,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,1,6,Vampire Weekend,Lincoln
Cousins,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,2,19,Contra,Lincoln
I Stand Corrected,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,3,9,Vampire Weekend,Lincoln
Ice Cream Piano,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Lincoln
Classical,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Lincoln
Connect,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Lincoln
Unbelievers,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,Lincoln
This Life,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,8,57,Father of the Bride,Lincoln
Step,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Lincoln
Sympathy,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,10,64,Father of the Bride,Lincoln
New Dorp. New York,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,11,53,Other,Lincoln
Pravda,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,12,44,Only God Was Above Us,Lincoln
Capricorn,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,13,36,Only God Was Above Us,Lincoln
Gen-X Cops,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,14,39,Only God Was Above Us,Lincoln
Diane Young,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,15,27,Modern Vampires of the City,Lincoln
A-Punk,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,16,3,Vampire Weekend,Lincoln
Prep-School Gangsters,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,18,43,Only God Was Above Us,Lincoln
Mary Boone,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,19,41,Only God Was Above Us,Lincoln
Hannah Hunt,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,20,29,Modern Vampires of the City,Lincoln
Harmony Hall,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,21,55,Father of the Bride,Lincoln
Hope,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,Lincoln
Walcott,Vampire Weekend,"Pinewood Bowl Amphitheater, Lincoln, NE, USA",Jul,23,2024,Only God Was Above Us,0,33,10,Vampire Weekend,Lincoln
Hold You Now,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,1,54,Father of the Bride,Kansas City
Holiday,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,2,15,Contra,Kansas City
Bryn,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,3,7,Vampire Weekend,Kansas City
Ice Cream Piano,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Kansas City
Classical,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Kansas City
Connect,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Kansas City
White Sky,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,7,14,Contra,Kansas City
Cape Cod Kwassa Kwassa,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Kansas City
This Life,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,9,57,Father of the Bride,Kansas City
Sunflower,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,10,65,Father of the Bride,Kansas City
Sympathy,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,11,64,Father of the Bride,Kansas City
Bambina,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,12,56,Father of the Bride,Kansas City
How Long?,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,13,59,Father of the Bride,Kansas City
Oxford Comma,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,14,2,Vampire Weekend,Kansas City
Capricorn,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,Kansas City
Gen-X Cops,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,Kansas City
Diane Young,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Kansas City
Cousins,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,18,19,Contra,Kansas City
A-Punk,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,19,3,Vampire Weekend,Kansas City
Prep-School Gangsters,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,Kansas City
Mary Boone,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Kansas City
Harmony Hall,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,22,55,Father of the Bride,Kansas City
Hope,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Kansas City
Worship You,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,37,32,Modern Vampires of the City,Kansas City
Ya Hey,Vampire Weekend,"Starlight Theater, Kansas City, MO, USA",Jul,22,2024,Only God Was Above Us,0,38,33,Modern Vampires of the City,Kansas City
Oxford Comma,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,1,2,Vampire Weekend,Dillon
Holiday,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,2,15,Contra,Dillon
One (Blake's Got a New Face),Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Dillon
Ice Cream Piano,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Dillon
Classical,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Dillon
Connect,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Dillon
M79,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,7,5,Vampire Weekend,Dillon
Campus,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,8,6,Vampire Weekend,Dillon
This Life,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,9,57,Father of the Bride,Dillon
Step,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,10,26,Modern Vampires of the City,Dillon
Sunflower,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,11,65,Father of the Bride,Dillon
Run,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,12,18,Contra,Dillon
Pravda,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,13,44,Only God Was Above Us,Dillon
Cousins,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,14,19,Contra,Dillon
A-Punk,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,15,3,Vampire Weekend,Dillon
Ottoman,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,16,47,Other,Dillon
Prep-School Gangsters,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,17,43,Only God Was Above Us,Dillon
Capricorn,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,18,36,Only God Was Above Us,Dillon
Gen-X Cops,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,19,39,Only God Was Above Us,Dillon
Diane Young,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,20,27,Modern Vampires of the City,Dillon
Mary Boone,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Dillon
Hannah Hunt,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,22,29,Modern Vampires of the City,Dillon
Harmony Hall,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,23,55,Father of the Bride,Dillon
Hope,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,24,42,Only God Was Above Us,Dillon
Walcott,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,31,10,Vampire Weekend,Dillon
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"Dillon Amphitheater, Dillon, CO, USA",Jul,20,2024,Only God Was Above Us,0,32,49,Other,Dillon
Cousins,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,1,19,Contra,Morrison
Cape Cod Kwassa Kwassa,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,2,4,Vampire Weekend,Morrison
Boston (Ladies of Cambridge),Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,3,48,Other,Morrison
Ice Cream Piano,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Morrison
Classical,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Morrison
Connect,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Morrison
White Sky,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,7,14,Contra,Morrison
Unbelievers,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,8,25,Modern Vampires of the City,Morrison
This Life,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,9,57,Father of the Bride,Morrison
Sympathy,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,10,64,Father of the Bride,Morrison
New Dorp. New York,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,11,53,Other,Morrison
The Surfer,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,Morrison
Sunflower,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,13,65,Father of the Bride,Morrison
Capricorn,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Morrison
Gen-X Cops,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,Morrison
Diane Young,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,Morrison
A-Punk,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,17,3,Vampire Weekend,Morrison
Prep-School Gangsters,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,Morrison
Mary Boone,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Morrison
Harmony Hall,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,22,55,Father of the Bride,Morrison
Hope,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Morrison
Walcott,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,0,35,10,Vampire Weekend,Morrison
Hold You Now,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,1,54,Father of the Bride,Bonner
Holiday,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,2,15,Contra,Bonner
The Kids Don't Stand a Chance,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,3,11,Vampire Weekend,Bonner
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Bonner
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Bonner
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Bonner
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,7,4,Vampire Weekend,Bonner
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,8,57,Father of the Bride,Bonner
Step,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Bonner
Sunflower,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,10,65,Father of the Bride,Bonner
M79,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,11,5,Vampire Weekend,Bonner
Ottoman,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,12,47,Other,Bonner
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,13,56,Father of the Bride,Bonner
Campus,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,15,6,Vampire Weekend,Bonner
Oxford Comma,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,16,2,Vampire Weekend,Bonner
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,17,36,Only God Was Above Us,Bonner
Gen-X Cops,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,18,39,Only God Was Above Us,Bonner
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,19,27,Modern Vampires of the City,Bonner
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,20,3,Vampire Weekend,Bonner
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,21,43,Only God Was Above Us,Bonner
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,22,55,Father of the Bride,Bonner
Pravda,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,23,44,Only God Was Above Us,Bonner
Horchata,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,24,13,Contra,Bonner
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,25,41,Only God Was Above Us,Bonner
Worship You,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,0,33,32,Modern Vampires of the City,Bonner
Mansard Roof,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,1,1,Vampire Weekend,Bonner
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,2,4,Vampire Weekend,Bonner
One (Blake's Got a New Face),Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Bonner
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Bonner
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Bonner
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Bonner
White Sky,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,7,14,Contra,Bonner
Unbelievers,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,8,25,Modern Vampires of the City,Bonner
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,9,57,Father of the Bride,Bonner
Sympathy,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,10,64,Father of the Bride,Bonner
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,11,56,Father of the Bride,Bonner
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,12,36,Only God Was Above Us,Bonner
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,13,27,Modern Vampires of the City,Bonner
Cousins,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,14,19,Contra,Bonner
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,15,3,Vampire Weekend,Bonner
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,17,43,Only God Was Above Us,Bonner
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,18,41,Only God Was Above Us,Bonner
Hannah Hunt,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,19,29,Modern Vampires of the City,Bonner
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,20,55,Father of the Bride,Bonner
Hope,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,21,42,Only God Was Above Us,Bonner
Paper Planes / Baba O'Riley,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,31,52,Other,Bonner
Walcott,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,35,10,Vampire Weekend,Bonner
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,0,36,49,Other,Bonner
