sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap,date
Hope,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,23,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56,2024-07-19
Walcott,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,35,Vampire Weekend,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56,2024-07-19
Hold You Now,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,1,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Holiday,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,2,Contra,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
The Kids Don't Stand a Chance,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,3,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,1,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,4,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,5,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,6,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,7,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,8,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Step,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,9,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Sunflower,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,10,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
M79,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,11,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Ottoman,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,12,Other,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,13,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Campus,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,15,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Oxford Comma,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,16,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,17,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Gen-X Cops,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,18,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,19,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,20,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,21,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,22,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Pravda,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,23,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Horchata,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,24,Contra,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,25,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Worship You,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,33,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-23
Mansard Roof,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,1,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,2,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
One (Blake's Got a New Face),Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,3,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,4,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,5,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,6,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
White Sky,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,7,Contra,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Unbelievers,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,8,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,9,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Sympathy,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,10,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,11,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,12,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,13,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Cousins,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,14,Contra,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,15,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Cocaine Cowboys,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,16,Other,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,17,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,18,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Hannah Hunt,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,19,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,20,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Hope,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,21,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Walcott,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,35,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,36,Other,Bonner,Jun 22,Bonner 1,4250,0,1,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56,2024-06-22
Hold You Now,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,1,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Cousins,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,2,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Holiday,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,3,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Ice Cream Piano,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,4,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Classical,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,5,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Connect,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,6,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
White Sky,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,7,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
This Life,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,8,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Step,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,9,Modern Vampires of the City,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Sunflower,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,10,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
M79,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,11,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Sympathy,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,12,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
The Surfer,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,13,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Campus,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,14,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Oxford Comma,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,15,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Capricorn,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,16,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Gen-X Cops,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,17,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Diane Young,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,18,Modern Vampires of the City,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
A-Punk,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,19,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Prep-School Gangsters,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,21,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Mary Boone,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,22,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Harmony Hall,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,23,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Hope,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,24,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Walcott,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,35,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56,2024-06-20
Hold You Now,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,1,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Campus,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,2,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
I Stand Corrected,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,3,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Ice Cream Piano,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,4,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Classical,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,5,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Connect,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,6,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Unbelievers,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,7,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Step,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,8,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
This Life,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,9,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Sunflower,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,10,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
M79,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,11,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,12,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Capricorn,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,13,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
