sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap,date
Gen-X Cops,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,14,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Diane Young,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,15,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Cousins,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,16,Contra,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
A-Punk,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,17,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Cocaine Cowboys,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,18,Other,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Mary Boone,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,19,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Hannah Hunt,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,20,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Harmony Hall,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,21,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Hope,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,22,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Walcott,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,28,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56,2024-06-19
Mansard Roof,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,1,Vampire Weekend,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Cousins,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,2,Contra,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Campus,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,3,Vampire Weekend,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Ice Cream Piano,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,4,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Classical,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,5,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Connect,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,6,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
White Sky,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,7,Contra,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Cape Cod Kwassa Kwassa,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,8,Vampire Weekend,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
This Life,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,9,Father of the Bride,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Sympathy,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,10,Father of the Bride,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
New Dorp. New York,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,11,Other,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Rich Man,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,12,Father of the Bride,Burnaby,Jun 18,Burnaby,10000,1,1,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Oxford Comma,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,13,Vampire Weekend,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Capricorn,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,14,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Gen-X Cops,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,15,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
A-Punk,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,16,Vampire Weekend,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Diane Young,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,17,Modern Vampires of the City,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Prep-School Gangsters,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,18,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Harmony Hall,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,19,Father of the Bride,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Hope,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,20,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Mary Boone,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,21,Only God Was Above Us,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Worship You,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,30,Modern Vampires of the City,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Ya Hey,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,31,Modern Vampires of the City,Burnaby,Jun 18,Burnaby,10000,0,0,Burnaby,-122.9651215,49.2349629,NA,0.56,0.56,"Deer Lake Park, Burnaby, BC, Canada",0.56,2024-06-18
Holiday,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,1,Contra,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Bryn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,2,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
One (Blake's Got a New Face),Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,3,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,4,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,5,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,6,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Unbelievers,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,7,Modern Vampires of the City,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Bambina,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,8,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,9,Modern Vampires of the City,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,10,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Sunflower,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,11,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
M79,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,12,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Flower Moon,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,13,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Pravda,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,14,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Campus,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,15,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Oxford Comma,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,16,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,17,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,18,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,19,Modern Vampires of the City,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,20,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Horchata,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,21,Contra,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Hannah Hunt,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,22,Modern Vampires of the City,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,23,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
We Belong Together,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,24,Father of the Bride,Berkeley,Jun 16,Berkeley 2,8500,1,1,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,26,Only God Was Above Us,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Cocaine Cowboys,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,27,Other,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Walcott,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,28,Vampire Weekend,Berkeley,Jun 16,Berkeley 2,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.47,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-16
Hold You Now,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,1,Father of the Bride,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Cousins,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,2,Contra,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
I Stand Corrected,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,3,Vampire Weekend,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,4,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,5,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,6,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
White Sky,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,7,Contra,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Cape Cod Kwassa Kwassa,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,8,Vampire Weekend,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,9,Modern Vampires of the City,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,10,Father of the Bride,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Sympathy,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,11,Father of the Bride,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
New Dorp. New York,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,12,Other,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
The Surfer,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,13,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,14,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Gen-X Cops,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,15,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,16,Modern Vampires of the City,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,17,Vampire Weekend,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,18,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,19,Only God Was Above Us,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,20,Father of the Bride,Berkeley,Jun 15,Berkeley 1,8500,0,0,Berkeley,-122.2544715,37.8735759,NA,0.56,0.56,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",0.56,2024-06-15
