sets	artist	venue	month	day	year	song_num
Monster Mash	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	29
Karma Police	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	30
Ocean Man	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	31
Jersey Girl	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	32
Someday	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	33
Blister in the Sun	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	34
The Office Theme	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	35
Bette Davis Eyes	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	36
What's Up?	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	37
Say It Ain't So	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	38
Walcott	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	39
SNL Closing Theme (A Waltz in A) / Flower Moon	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	40
Cape Cod Kwassa Kwassa	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	1
Holiday	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	2
I Stand Corrected	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	3
Ice Cream Piano	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	4
Classical	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	5
Connect	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	6
White Sky	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	7
Unbelievers	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	8
This Life	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	9
Sunflower	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	10
Sympathy	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	11
New Dorp. New York	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	12
Pravda	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	13
Run	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	14
Campus	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	15
Oxford Comma	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	16
Capricorn	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	17
Gen-X Cops	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	18
Diane Young	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	19
Cousins	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	20
A-Punk	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	21
A-Punk	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	22
Mary Boone	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	23
Hannah Hunt	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	24
Harmony Hall	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	25
Hope	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	26
Faith	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	27
Parks and Recreation Theme Song	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	28
Tom's Diner	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	29
Just What I Needed	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	30
Where Everybody Knows Your Name	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	31
Tequila	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	32
Song 2	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	33
The Impression That I Get	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	34
The House of the Rising Sun	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	35
Rock Lobster	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	36
Ripple	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	37
Do You Realize??	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	38
Walcott	Vampire Weekend	"TD Garden, Boston, MA, USA"	Sep	27	2024	39
Campus	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	1
Boston (Ladies of Cambridge)	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	3
Ice Cream Piano	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	4
Classical	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	5
Connect	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	6
White Sky	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	7
Step	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	8
This Life	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	9
Sympathy	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	10
New Dorp. New York	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	11
The Surfer	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	12
Unbearably White	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	13
Oxford Comma	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	14
Capricorn	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	15
Gen-X Cops	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	16
Diane Young	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	17
Cousins	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	18
A-Punk	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	19
Prep-School Gangsters	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	20
Mary Boone	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	21
Obvious Bicycle	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	22
Harmony Hall	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	23
Hope	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	24
Tempted	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	25
Don't Look Back in Anger	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	26
"So Long, Marianne"	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	27
Here Comes Your Man	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	28
Chop Suey!	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	29
How You Remind Me	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	30
Dangerous Night (The Night Is a Knife)	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	31
The Boys Are Back in Town	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	32
Man! I Feel Like a Woman!	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	33
You're Still the One	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	34
I'm Still Standing	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	35
This Must Be the Place (Naive Melody)	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	36
Walcott	Vampire Weekend	"Place Bell, Laval, QC, Canada"	Sep	25	2024	37
Hold You Now	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	1
Holiday	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	2
Bryn	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	3
Ice Cream Piano	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	4
Classical	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	5
Connect	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	6
Unbelievers	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	8
This Life	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	9
Sunflower	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	10
Sympathy	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	11
Pravda	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	12
Ottoman	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	13
Giving Up the Gun	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	14
Campus	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	15
Capricorn	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	16
Gen-X Cops	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	17
Diane Young	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	18
Cousins	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	19
A-Punk	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	20
A-Punk	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	21
Prep-School Gangsters	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	22
Mary Boone	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	23
Harmony Hall	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	24
Hope	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	25
HOT TO GO!	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	26
Hey Jude	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	27
Chop Suey!	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	28
Boys Don't Cry	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	29
Tom Sawyer	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	30
I'm Goin' Down	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	31
Schism	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	32
Allison	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	33
Walk on the Wild Side	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	34
Ghostbusters	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	35
Common People	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	36
Dancing Queen	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	37
Walcott	Vampire Weekend	"Budweiser Stage, Toronto, ON, Canada"	Sep	24	2024	38
Oxford Comma	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	3
Ice Cream Piano	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	4
Classical	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	5
Connect	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	6
White Sky	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	7
Unbelievers	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	8
This Life	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	9
Sunflower	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	10
Sympathy	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	11
The Surfer	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	12
Horchata	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	13
Capricorn	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	14
Gen-X Cops	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	15
Diane Young	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	16
Cousins	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	17
A-Punk	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	18
Prep-School Gangsters	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	19
Mary Boone	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	20
Harmony Hall	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	21
Hope	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	22
The Power of Love	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	23
Young Turks	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	24
We've Got Tonight	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	25
Old Time Rock and Roll	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	26
Solsbury Hill	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	27
Young Americans	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	28
Lose Yourself	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	29
Jungle Boogie	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	30
Walcott	Vampire Weekend	"Meadow Brook Amphitheatre, Rochester Hills, MI, USA"	Sep	23	2024	31
Holiday	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	2
I Stand Corrected	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	3
Ice Cream Piano	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	4
Classical	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	5
Connect	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	6
White Sky	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	7
Step	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	8
This Life	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	9
Sunflower	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	10
Bambina	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	11
The Kids Don't Stand a Chance	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	12
Pravda	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	13
Campus	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	14
Oxford Comma	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	15
Capricorn	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	16
Gen-X Cops	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	17
Diane Young	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	18
A-Punk	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	19
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	20
Mary Boone	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	21
Harmony Hall	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	22
Hope	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	23
Yellow	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	24
Last Christmas	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	25
The Longest Time	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	26
September	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	27
"Hey, Good Lookin'"	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	28
Friend of the Devil	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	29
Proud Mary	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	30
Late in the Evening	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	31
Kiss Me	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	32
Happy Birthday to You	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	33
Walcott	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	34
Flower Moon	Vampire Weekend	"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA"	Sep	21	2024	35
Mansard Roof	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	1
Campus	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	3
Ice Cream Piano	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	4
Classical	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	5
Connect	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	6
Unbelievers	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	7
Step	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	8
This Life	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	9
Sympathy	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	10
New Dorp. New York	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	11
M79	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	12
Pravda	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	13
Capricorn	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	14
Gen-X Cops	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	15
Diane Young	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	16
Cousins	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	17
A-Punk	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	18
Prep-School Gangsters	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	19
Mary Boone	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	20
Hannah Hunt	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	21
Harmony Hall	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	22
Hope	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	23
Hey Jude	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	24
Two Princes	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	25
Groove Is in the Heart	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	26
I Won't Back Down	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	27
Don't Dream It's Over	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	28
As It Was	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	29
Happy Birthday to You	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	30
Ya Hey	Vampire Weekend	"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA"	Sep	20	2024	31
Hold You Now	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	1
Campus	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	2
Bryn	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	3
Ice Cream Piano	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	4
Classical	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	5
Connect	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	6
White Sky	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	8
This Life	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	9
Sunflower	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	10
Sympathy	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	11
The Surfer	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	12
Ottoman	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	13
Oxford Comma	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	14
Capricorn	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	15
Gen-X Cops	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	16
Diane Young	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	17
Cousins	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	18
A-Punk	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	19
Prep-School Gangsters	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	20
Mary Boone	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	21
Harmony Hall	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	22
Hope	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	23
Tiny Dancer	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	24
Human	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	25
Don't Look Back in Anger	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	26
Pump It Up	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	27
Karma Chameleon	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	28
Tempted	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	29
Careless Whisper	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	30
1979	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	31
Walcott	Vampire Weekend	"Blossom Music Center, Cuyahoga Falls, OH, USA"	Sep	19	2024	32
Cousins	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	1
Holiday	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	2
Ice Cream Piano	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	3
Classical	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	4
Connect	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	5
White Sky	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	6
