sets	artist	venue	month	day	year	song_num
Capricorn	Vampire Weekend	"Saturday Night Live, New York, NY, USA"	May	11	2024	2
Gen-X Cops	Vampire Weekend	"Saturday Night Live, New York, NY, USA"	May	11	2024	3
Capricorn	Vampire Weekend	"Saturday Night Live, New York, NY, USA"	May	11	2024	4
White Sky	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	1
Holiday	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	2
Classical	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	3
Unbelievers	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	4
Cape Cod Kwassa Kwassa	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	5
Capricorn	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	6
Sunflower	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	7
New Dorp. New York	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	8
This Life	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	9
Gen-X Cops	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	10
Diane Young	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	11
Cousins	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	12
A-Punk	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	13
Connect	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	14
Harmony Hall	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	15
Campus	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	16
Oxford Comma	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	17
Worship You	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	18
Ya Hey	Vampire Weekend	"Utah State Fairpark, Salt Lake City, UT, USA"	May	10	2024	19
Classical	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	2
White Sky	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	3
Unbelievers	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	4
Hungry Heart	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	5
Bryn	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	6
Peggy-O	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	7
Holiday	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	8
Sunflower	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	9
Capricorn	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	10
Connect	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	11
This Life	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	12
When He Returns	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	13
Prep-School Gangsters	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	14
Harmony Hall	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	15
Flower Moon	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	16
Diane Young	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	17
Cousins	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	18
A-Punk	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	19
Campus	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	20
Oxford Comma	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	21
Walcott	Vampire Weekend	"Fair Grounds Race Course, New Orleans, LA, USA"	Apr	27	2024	22
Classical	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	1
Holiday	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	2
Unbelievers	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	3
This Life	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	4
Gen-X Cops	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	5
Diane Young	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	6
Cousins	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	7
A-Punk	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	8
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Empire Polo Club, Indio, CA, USA"	Apr	13	2024	9
Mary Boone	Vampire Weekend	"The Daily Show With Jon Stewart, New York, NY, USA"	Apr	10	2024	1
Ice Cream Piano	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	1
Classical	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	2
Unbelievers	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	3
Cape Cod Kwassa Kwassa	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	4
Holiday	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	5
White Sky	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	6
Connect	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	7
Sunflower	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	8
Capricorn	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	9
This Life	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	10
Gen-X Cops	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	11
Diane Young	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	12
Cousins	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	13
Jonathan Low	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	14
Flower Moon	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	15
Hope	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	16
Tonight	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	17
Happy Birthday to You	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	18
Needy Girl	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	19
Harmony Hall	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	20
Oxford Comma	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	21
A-Punk	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	22
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	23
Walcott	Vampire Weekend	"Moody Amphitheater, Austin, TX, USA"	Apr	8	2024	24
Capricorn	Vampire Weekend	"SiriusXM Studios, New York, NY, USA"	Apr	6	2024	1
Classical	Vampire Weekend	"SiriusXM Studios, New York, NY, USA"	Apr	6	2024	2
This Life	Vampire Weekend	"SiriusXM Studios, New York, NY, USA"	Apr	6	2024	3
Peggy-O	Vampire Weekend	"SiriusXM Studios, New York, NY, USA"	Apr	6	2024	4
